SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
44169,8,2011-08-07 00:00:00.000,2011-08-19 00:00:00.000,2011-08-14 00:00:00.000,5,1,SO44169,NULL,10-4030-028179,28179,NULL,1,24810,24810,1,11655,1031808Vi60230,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,b23d0d49-129b-42b7-8174-5a160f37fa50,2011-08-14 00:00:00.000
44170,8,2011-08-07 00:00:00.000,2011-08-19 00:00:00.000,2011-08-14 00:00:00.000,5,1,SO44170,NULL,10-4030-028183,28183,NULL,4,29015,29015,1,9705,531811Vi50032,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,6ba113ef-066a-48fd-96a6-62c4301cd179,2011-08-14 00:00:00.000
44171,8,2011-08-07 00:00:00.000,2011-08-19 00:00:00.000,2011-08-14 00:00:00.000,5,1,SO44171,NULL,10-4030-028112,28112,NULL,4,18368,18368,1,12230,1031902Vi63240,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,3d95cadb-c055-4e0b-9122-ba0fc1ec3112,2011-08-14 00:00:00.000
44172,8,2011-08-07 00:00:00.000,2011-08-19 00:00:00.000,2011-08-14 00:00:00.000,5,1,SO44172,NULL,10-4030-014584,14584,NULL,4,19055,19055,1,8098,533804Vi41986,NULL,699.0982,55.9279,17.4775,772.5036,NULL,07ec31a9-6677-4bb9-8d30-5341d394d5a9,2011-08-14 00:00:00.000
44173,8,2011-08-08 00:00:00.000,2011-08-20 00:00:00.000,2011-08-15 00:00:00.000,5,1,SO44173,NULL,10-4030-013784,13784,NULL,10,22246,22246,1,11838,1131039Vi61172,906,3578.27,286.2616,89.4568,3953.9884,NULL,f2f924e0-c898-4749-8c69-d36b076d3780,2011-08-15 00:00:00.000
44174,8,2011-08-08 00:00:00.000,2011-08-20 00:00:00.000,2011-08-15 00:00:00.000,5,1,SO44174,NULL,10-4030-017229,17229,NULL,9,12275,12275,1,310,434455Vi1576,899,3578.27,286.2616,89.4568,3953.9884,NULL,d7a6f662-a4c3-4278-be1d-e10fe0208e80,2011-08-15 00:00:00.000
44175,8,2011-08-08 00:00:00.000,2011-08-20 00:00:00.000,2011-08-15 00:00:00.000,5,1,SO44175,NULL,10-4030-017246,17246,NULL,9,15598,15598,1,6910,435649Vi35987,899,3578.27,286.2616,89.4568,3953.9884,NULL,0f5d9589-5d31-4de3-96ad-77be1a27be3b,2011-08-15 00:00:00.000
44176,8,2011-08-09 00:00:00.000,2011-08-21 00:00:00.000,2011-08-16 00:00:00.000,5,1,SO44176,NULL,10-4030-012220,12220,NULL,7,16650,16650,1,11704,531047Vi60568,918,3578.27,286.2616,89.4568,3953.9884,NULL,d2b5cf2a-46bc-420a-b6a1-c750e5225983,2011-08-16 00:00:00.000
44177,8,2011-08-09 00:00:00.000,2011-08-21 00:00:00.000,2011-08-16 00:00:00.000,5,1,SO44177,NULL,10-4030-011337,11337,NULL,10,16744,16744,1,7938,831750Vi41055,919,3374.99,269.9992,84.3748,3729.364,NULL,75adf698-ce13-47bb-a95c-99ec509274a2,2011-08-16 00:00:00.000
44178,8,2011-08-09 00:00:00.000,2011-08-21 00:00:00.000,2011-08-16 00:00:00.000,5,1,SO44178,NULL,10-4030-028097,28097,NULL,4,29607,29607,1,NULL,NULL,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,7a26572c-d8b1-4e97-b4fa-eb860831bfc0,2011-08-16 00:00:00.000
44179,8,2011-08-09 00:00:00.000,2011-08-21 00:00:00.000,2011-08-16 00:00:00.000,5,1,SO44179,NULL,10-4030-025888,25888,NULL,1,18379,18379,1,3086,1133269Vi16254,NULL,3374.99,269.9992,84.3748,3729.364,NULL,aa08797d-ada6-4d70-aaf8-1c6b09f6174e,2011-08-16 00:00:00.000
44180,8,2011-08-09 00:00:00.000,2011-08-21 00:00:00.000,2011-08-16 00:00:00.000,5,1,SO44180,NULL,10-4030-011058,11058,NULL,9,24756,24756,1,12527,1134130Vi64797,912,3399.99,271.9992,84.9998,3756.989,NULL,ea1f33b0-d702-409a-872f-d4b601c61d03,2011-08-16 00:00:00.000
44181,8,2011-08-09 00:00:00.000,2011-08-21 00:00:00.000,2011-08-16 00:00:00.000,5,1,SO44181,NULL,10-4030-017294,17294,NULL,9,12293,12293,1,14800,335382Vi76671,912,3578.27,286.2616,89.4568,3953.9884,NULL,39b8f93f-faac-439d-9c7f-e11555a6c434,2011-08-16 00:00:00.000
44182,8,2011-08-09 00:00:00.000,2011-08-21 00:00:00.000,2011-08-16 00:00:00.000,5,1,SO44182,NULL,10-4030-017299,17299,NULL,9,22072,22072,1,4582,835384Vi24049,912,3578.27,286.2616,89.4568,3953.9884,NULL,cb9a147e-aaca-4c4d-a29e-9c72b691c6c0,2011-08-16 00:00:00.000
44183,8,2011-08-10 00:00:00.000,2011-08-22 00:00:00.000,2011-08-17 00:00:00.000,5,1,SO44183,NULL,10-4030-028158,28158,NULL,4,16161,16161,1,15165,531796Vi78453,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,c3c7de04-0afb-489c-8c6f-4f1dda11b7d9,2011-08-17 00:00:00.000
44184,8,2011-08-10 00:00:00.000,2011-08-22 00:00:00.000,2011-08-17 00:00:00.000,5,1,SO44184,NULL,10-4030-017247,17247,NULL,9,27816,27816,1,8099,834461Vi41988,925,3578.27,286.2616,89.4568,3953.9884,NULL,cc377899-a5aa-446e-8b88-714d36ee5c43,2011-08-17 00:00:00.000
44185,8,2011-08-10 00:00:00.000,2011-08-22 00:00:00.000,2011-08-17 00:00:00.000,5,1,SO44185,NULL,10-4030-017280,17280,NULL,9,18809,18809,1,4990,1234472Vi26134,925,3578.27,286.2616,89.4568,3953.9884,NULL,4510dd81-aea4-48f0-8827-94bbf0cad307,2011-08-17 00:00:00.000
44186,8,2011-08-12 00:00:00.000,2011-08-24 00:00:00.000,2011-08-19 00:00:00.000,5,1,SO44186,NULL,10-4030-025889,25889,NULL,4,16797,16797,1,8499,233270Vi43938,NULL,3399.99,271.9992,84.9998,3756.989,NULL,723a3601-b338-419f-b32f-8f9d0e8087a2,2011-08-19 00:00:00.000
44187,8,2011-08-12 00:00:00.000,2011-08-24 00:00:00.000,2011-08-19 00:00:00.000,5,1,SO44187,NULL,10-4030-017069,17069,NULL,9,20439,20439,1,246,933644Vi1258,951,3578.27,286.2616,89.4568,3953.9884,NULL,1db61316-f8d4-4f52-a8aa-a64d63a90adc,2011-08-19 00:00:00.000
44188,8,2011-08-13 00:00:00.000,2011-08-25 00:00:00.000,2011-08-20 00:00:00.000,5,1,SO44188,NULL,10-4030-020052,20052,NULL,10,15754,15754,1,1976,1230408Vi10291,971,699.0982,55.9279,17.4775,772.5036,NULL,19373484-eed0-431b-8f08-6a19781af1fc,2011-08-20 00:00:00.000
44189,8,2011-08-13 00:00:00.000,2011-08-25 00:00:00.000,2011-08-20 00:00:00.000,5,1,SO44189,NULL,10-4030-020054,20054,NULL,10,16407,16407,1,3755,930409Vi19793,971,699.0982,55.9279,17.4775,772.5036,NULL,0036fcce-c46a-4d06-8991-842a27824e75,2011-08-20 00:00:00.000
44190,8,2011-08-13 00:00:00.000,2011-08-25 00:00:00.000,2011-08-20 00:00:00.000,5,1,SO44190,NULL,10-4030-011061,11061,NULL,9,27307,27307,1,8926,634132Vi46013,964,3374.99,269.9992,84.3748,3729.364,NULL,b17d6a7f-455d-443f-998f-4202bc3b79ac,2011-08-20 00:00:00.000
44191,8,2011-08-13 00:00:00.000,2011-08-25 00:00:00.000,2011-08-20 00:00:00.000,5,1,SO44191,NULL,10-4030-017248,17248,NULL,9,28908,28908,1,4370,1034462Vi22918,964,3578.27,286.2616,89.4568,3953.9884,NULL,a4baec65-6d55-41fd-9a66-dd4c0cdb1f75,2011-08-20 00:00:00.000
44192,8,2011-08-14 00:00:00.000,2011-08-26 00:00:00.000,2011-08-21 00:00:00.000,5,1,SO44192,NULL,10-4030-013570,13570,NULL,8,27248,27248,1,2181,1031048Vi11383,981,3578.27,286.2616,89.4568,3953.9884,NULL,0b1fb077-7fc4-4947-b0a3-3d3db56de10a,2011-08-21 00:00:00.000
44193,8,2011-08-14 00:00:00.000,2011-08-26 00:00:00.000,2011-08-21 00:00:00.000,5,1,SO44193,NULL,10-4030-028164,28164,NULL,4,12364,12364,1,8000,1231800Vi41436,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,891edebd-9c72-42dd-8488-17027085b3b8,2011-08-21 00:00:00.000
44194,8,2011-08-14 00:00:00.000,2011-08-26 00:00:00.000,2011-08-21 00:00:00.000,5,1,SO44194,NULL,10-4030-017064,17064,NULL,9,12113,12113,1,16064,433642Vi83041,977,3578.27,286.2616,89.4568,3953.9884,NULL,af6b8449-a845-48f1-ab4d-17531cb598cd,2011-08-21 00:00:00.000
44195,8,2011-08-14 00:00:00.000,2011-08-26 00:00:00.000,2011-08-21 00:00:00.000,5,1,SO44195,NULL,10-4030-017249,17249,NULL,9,26062,26062,1,9579,1034463Vi49391,977,3578.27,286.2616,89.4568,3953.9884,NULL,6687716d-df5c-42bb-bb16-6f1d4fa12f93,2011-08-21 00:00:00.000
44196,8,2011-08-14 00:00:00.000,2011-08-26 00:00:00.000,2011-08-21 00:00:00.000,5,1,SO44196,NULL,10-4030-017295,17295,NULL,9,28349,28349,1,1268,635383Vi6447,977,3578.27,286.2616,89.4568,3953.9884,NULL,eafb32da-bd99-4726-b041-9e5940bda54b,2011-08-21 00:00:00.000
44197,8,2011-08-15 00:00:00.000,2011-08-27 00:00:00.000,2011-08-22 00:00:00.000,5,1,SO44197,NULL,10-4030-028096,28096,NULL,4,11779,11779,1,10570,231898Vi54491,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,b9f8fb96-3a67-4ee6-8bf1-d0b3d07916e8,2011-08-22 00:00:00.000
44198,8,2011-08-15 00:00:00.000,2011-08-27 00:00:00.000,2011-08-22 00:00:00.000,5,1,SO44198,NULL,10-4030-028150,28150,NULL,4,14655,14655,1,4004,1131909Vi21099,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,81eff63d-3049-4466-8e3b-c35587eb16c2,2011-08-22 00:00:00.000
44199,8,2011-08-15 00:00:00.000,2011-08-27 00:00:00.000,2011-08-22 00:00:00.000,5,1,SO44199,NULL,10-4030-017259,17259,NULL,9,14990,14990,1,11892,434468Vi61462,990,3578.27,286.2616,89.4568,3953.9884,NULL,fe0c4ba5-7d1c-4ba2-87ea-f586464a8c76,2011-08-22 00:00:00.000
44200,8,2011-08-15 00:00:00.000,2011-08-27 00:00:00.000,2011-08-22 00:00:00.000,5,1,SO44200,NULL,10-4030-017312,17312,NULL,9,12408,12408,1,16165,235388Vi83610,990,3578.27,286.2616,89.4568,3953.9884,NULL,b81bc99d-c0f8-4c8e-b12b-628f82deeeca,2011-08-22 00:00:00.000
44201,8,2011-08-16 00:00:00.000,2011-08-28 00:00:00.000,2011-08-23 00:00:00.000,5,1,SO44201,NULL,10-4030-012254,12254,NULL,7,18205,18205,1,13927,1031055Vi72230,1009,3578.27,286.2616,89.4568,3953.9884,NULL,c973799e-ad37-4157-81ff-46b33d4719f8,2011-08-23 00:00:00.000
44202,8,2011-08-16 00:00:00.000,2011-08-28 00:00:00.000,2011-08-23 00:00:00.000,5,1,SO44202,NULL,10-4030-028159,28159,NULL,4,22092,22092,1,5744,1131797Vi30030,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,c0371e5e-7949-49dc-b171-b1ebfaeaab3b,2011-08-23 00:00:00.000
44203,8,2011-08-16 00:00:00.000,2011-08-28 00:00:00.000,2011-08-23 00:00:00.000,5,1,SO44203,NULL,10-4030-028149,28149,NULL,4,27487,27487,1,13503,1031908Vi69928,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,2e075b4b-6fe0-4811-8849-3edeb3050934,2011-08-23 00:00:00.000
44204,8,2011-08-16 00:00:00.000,2011-08-28 00:00:00.000,2011-08-23 00:00:00.000,5,1,SO44204,NULL,10-4030-014580,14580,NULL,4,14800,14800,1,18544,233802Vi96371,NULL,699.0982,55.9279,17.4775,772.5036,NULL,f2300786-a940-4d68-999f-218987177f99,2011-08-23 00:00:00.000
44205,8,2011-08-16 00:00:00.000,2011-08-28 00:00:00.000,2011-08-23 00:00:00.000,5,1,SO44205,NULL,10-4030-017285,17285,NULL,9,21696,21696,1,17795,1234473Vi92355,1003,3578.27,286.2616,89.4568,3953.9884,NULL,9d52a09f-165f-4126-a4bd-4a95c98c4873,2011-08-23 00:00:00.000
44206,8,2011-08-17 00:00:00.000,2011-08-29 00:00:00.000,2011-08-24 00:00:00.000,5,1,SO44206,NULL,10-4030-011250,11250,NULL,10,11546,11546,1,15638,331747Vi80825,1023,3399.99,271.9992,84.9998,3756.989,NULL,d2ae0320-aafa-48e8-bcd9-a41f00bcbac0,2011-08-24 00:00:00.000
44207,8,2011-08-17 00:00:00.000,2011-08-29 00:00:00.000,2011-08-24 00:00:00.000,5,1,SO44207,NULL,10-4030-028162,28162,NULL,4,23977,23977,1,16696,831798Vi86470,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,74ead564-dd0e-4379-97b3-1f3e9668502c,2011-08-24 00:00:00.000
44208,8,2011-08-17 00:00:00.000,2011-08-29 00:00:00.000,2011-08-24 00:00:00.000,5,1,SO44208,NULL,10-4030-025879,25879,NULL,4,29280,29280,1,NULL,NULL,NULL,3399.99,271.9992,84.9998,3756.989,NULL,f1babfd6-af7c-40d3-884a-0693cd8a9963,2011-08-24 00:00:00.000
44209,8,2011-08-17 00:00:00.000,2011-08-29 00:00:00.000,2011-08-24 00:00:00.000,5,1,SO44209,NULL,10-4030-017257,17257,NULL,9,19241,19241,1,14651,234466Vi76006,1016,3578.27,286.2616,89.4568,3953.9884,NULL,4b3e8d8b-55d7-46e1-90c5-8dd6934368ea,2011-08-24 00:00:00.000
44210,8,2011-08-18 00:00:00.000,2011-08-30 00:00:00.000,2011-08-25 00:00:00.000,5,1,SO44210,NULL,10-4030-013783,13783,NULL,10,26209,26209,1,5785,231038Vi30221,1036,3578.27,286.2616,89.4568,3953.9884,NULL,1a18ef9f-85c7-4511-841f-1fb9d4fda589,2011-08-25 00:00:00.000
44211,8,2011-08-18 00:00:00.000,2011-08-30 00:00:00.000,2011-08-25 00:00:00.000,5,1,SO44211,NULL,10-4030-028154,28154,NULL,4,11992,11992,1,14419,931793Vi74729,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,4e6b45d2-7500-48bf-b436-ec1d42915519,2011-08-25 00:00:00.000
44212,8,2011-08-18 00:00:00.000,2011-08-30 00:00:00.000,2011-08-25 00:00:00.000,5,1,SO44212,NULL,10-4030-028170,28170,NULL,4,20275,20275,1,12278,831804Vi63487,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,dd997883-69ba-4167-af96-65ece46ae6bb,2011-08-25 00:00:00.000
44213,8,2011-08-18 00:00:00.000,2011-08-30 00:00:00.000,2011-08-25 00:00:00.000,5,1,SO44213,NULL,10-4030-017351,17351,NULL,9,13292,13292,1,14883,533968Vi77089,1029,3578.27,286.2616,89.4568,3953.9884,NULL,074146ce-3252-49cb-ae56-7572852620fb,2011-08-25 00:00:00.000
44214,8,2011-08-18 00:00:00.000,2011-08-30 00:00:00.000,2011-08-25 00:00:00.000,5,1,SO44214,NULL,10-4030-017332,17332,NULL,9,25659,25659,1,7544,1235394Vi39063,1029,3578.27,286.2616,89.4568,3953.9884,NULL,71d00aec-c2ef-4e8e-a96e-28d4eab40c80,2011-08-25 00:00:00.000
44215,8,2011-08-19 00:00:00.000,2011-08-31 00:00:00.000,2011-08-26 00:00:00.000,5,1,SO44215,NULL,10-4030-028180,28180,NULL,1,25997,25997,1,1493,830325Vi7700,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,c61e40cd-aab5-4092-ab8c-2c33228b4d59,2011-08-26 00:00:00.000
44216,8,2011-08-19 00:00:00.000,2011-08-31 00:00:00.000,2011-08-26 00:00:00.000,5,1,SO44216,NULL,10-4030-013560,13560,NULL,8,14109,14109,1,1704,331040Vi8758,1046,3578.27,286.2616,89.4568,3953.9884,NULL,5f165c7f-315a-4567-99cf-74d1e946c736,2011-08-26 00:00:00.000
44217,8,2011-08-19 00:00:00.000,2011-08-31 00:00:00.000,2011-08-26 00:00:00.000,5,1,SO44217,NULL,10-4030-028148,28148,NULL,1,22617,22617,1,4891,431907Vi25672,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,08c7e1b1-75a7-4cdd-91ef-da2d39d8a11c,2011-08-26 00:00:00.000
44218,8,2011-08-19 00:00:00.000,2011-08-31 00:00:00.000,2011-08-26 00:00:00.000,5,1,SO44218,NULL,10-4030-022109,22109,NULL,6,25548,25548,1,14810,131910Vi76715,1044,3578.27,286.2616,89.4568,3953.9884,NULL,5af6872c-ccb6-4865-8347-5d63103c97ed,2011-08-26 00:00:00.000
44219,8,2011-08-19 00:00:00.000,2011-08-31 00:00:00.000,2011-08-26 00:00:00.000,5,1,SO44219,NULL,10-4030-014590,14590,NULL,4,16112,16112,1,2703,233807Vi14021,NULL,699.0982,55.9279,17.4775,772.5036,NULL,44522242-0a13-4afd-a30a-845d662097ef,2011-08-26 00:00:00.000
44220,8,2011-08-19 00:00:00.000,2011-08-31 00:00:00.000,2011-08-26 00:00:00.000,5,1,SO44220,NULL,10-4030-011060,11060,NULL,9,22612,22612,1,14054,634131Vi72903,1042,3399.99,271.9992,84.9998,3756.989,NULL,678b5670-69b7-4cd1-8bca-6bdc48fb81e9,2011-08-26 00:00:00.000
44221,8,2011-08-19 00:00:00.000,2011-08-31 00:00:00.000,2011-08-26 00:00:00.000,5,1,SO44221,NULL,10-4030-017255,17255,NULL,9,13551,13551,1,18241,534464Vi94606,1042,3578.27,286.2616,89.4568,3953.9884,NULL,582d4bf4-a8b3-4316-87e7-bea7cfde0929,2011-08-26 00:00:00.000
44222,8,2011-08-19 00:00:00.000,2011-08-31 00:00:00.000,2011-08-26 00:00:00.000,5,1,SO44222,NULL,10-4030-017258,17258,NULL,9,12919,12919,1,14111,534467Vi73185,1042,3578.27,286.2616,89.4568,3953.9884,NULL,30a00440-8f9e-46b5-adfd-10ae98e36011,2011-08-26 00:00:00.000
44223,8,2011-08-20 00:00:00.000,2011-09-01 00:00:00.000,2011-08-27 00:00:00.000,5,1,SO44223,NULL,10-4030-013847,13847,NULL,10,13169,13169,1,15215,731059Vi78706,1062,3578.27,286.2616,89.4568,3953.9884,NULL,63944446-9d6c-4b72-bac5-449e6f918959,2011-08-27 00:00:00.000
44224,8,2011-08-20 00:00:00.000,2011-09-01 00:00:00.000,2011-08-27 00:00:00.000,5,1,SO44224,NULL,10-4030-028166,28166,NULL,4,15852,15852,1,6247,431801Vi32459,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,b43161db-8c45-4d75-9a5e-b84c4c8b7ada,2011-08-27 00:00:00.000
44225,8,2011-08-21 00:00:00.000,2011-09-02 00:00:00.000,2011-08-28 00:00:00.000,5,1,SO44225,NULL,10-4030-020060,20060,NULL,10,21035,21035,1,8865,130411Vi45741,1075,699.0982,55.9279,17.4775,772.5036,NULL,b588f176-0c3e-4433-954e-c49de94b95bf,2011-08-28 00:00:00.000
44226,8,2011-08-21 00:00:00.000,2011-09-02 00:00:00.000,2011-08-28 00:00:00.000,5,1,SO44226,NULL,10-4030-012255,12255,NULL,7,22001,22001,1,12060,931057Vi62326,1074,3578.27,286.2616,89.4568,3953.9884,NULL,0ca0196c-886c-4039-a1f6-99be1f27c543,2011-08-28 00:00:00.000
44227,8,2011-08-21 00:00:00.000,2011-09-02 00:00:00.000,2011-08-28 00:00:00.000,5,1,SO44227,NULL,10-4030-028401,28401,NULL,7,12314,12314,1,4128,131746Vi21667,1074,3374.99,269.9992,84.3748,3729.364,NULL,f300d812-9bdf-465b-9d66-3b9d1016536b,2011-08-28 00:00:00.000
44228,8,2011-08-21 00:00:00.000,2011-09-02 00:00:00.000,2011-08-28 00:00:00.000,5,1,SO44228,NULL,10-4030-011333,11333,NULL,10,21300,21300,1,9366,1031748Vi48295,1075,3399.99,271.9992,84.9998,3756.989,NULL,3213f921-60fe-43ad-a943-bc08917304db,2011-08-28 00:00:00.000
44229,8,2011-08-21 00:00:00.000,2011-09-02 00:00:00.000,2011-08-28 00:00:00.000,5,1,SO44229,NULL,10-4030-025886,25886,NULL,1,28792,28792,1,14096,933267Vi73110,NULL,3399.99,271.9992,84.9998,3756.989,NULL,90b1c5a9-010a-4cd0-bfd7-8a7d190cf163,2011-08-28 00:00:00.000
44230,8,2011-08-21 00:00:00.000,2011-09-02 00:00:00.000,2011-08-28 00:00:00.000,5,1,SO44230,NULL,10-4030-017241,17241,NULL,9,21831,21831,1,3957,734459Vi20823,1068,3578.27,286.2616,89.4568,3953.9884,NULL,b55aad74-6890-48af-88df-a05869d92ca2,2011-08-28 00:00:00.000
44231,8,2011-08-21 00:00:00.000,2011-09-02 00:00:00.000,2011-08-28 00:00:00.000,5,1,SO44231,NULL,10-4030-017973,17973,NULL,7,24984,24984,1,7999,1135198Vi41435,1074,699.0982,55.9279,17.4775,772.5036,NULL,4f2c342a-ce8c-4756-8260-16ef687b6af2,2011-08-28 00:00:00.000
44232,8,2011-08-21 00:00:00.000,2011-09-02 00:00:00.000,2011-08-28 00:00:00.000,5,1,SO44232,NULL,10-4030-017334,17334,NULL,9,26343,26343,1,9745,335395Vi50216,1068,3578.27,286.2616,89.4568,3953.9884,NULL,d13fd4f9-917e-4546-a775-591733137b0b,2011-08-28 00:00:00.000
44233,8,2011-08-22 00:00:00.000,2011-09-03 00:00:00.000,2011-08-29 00:00:00.000,5,1,SO44233,NULL,10-4030-013841,13841,NULL,10,21709,21709,1,7295,731051Vi37852,1088,3578.27,286.2616,89.4568,3953.9884,NULL,0c1ca077-a2ce-4fd3-8278-c5a1f0b46ced,2011-08-29 00:00:00.000
44234,8,2011-08-22 00:00:00.000,2011-09-03 00:00:00.000,2011-08-29 00:00:00.000,5,1,SO44234,NULL,10-4030-028184,28184,NULL,4,21579,21579,1,529,431812Vi2738,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,f7b4213a-760f-498a-a3ec-552473638c69,2011-08-29 00:00:00.000
44235,8,2011-08-22 00:00:00.000,2011-09-03 00:00:00.000,2011-08-29 00:00:00.000,5,1,SO44235,NULL,10-4030-022117,22117,NULL,6,19103,19103,1,6671,431813Vi34736,1083,3578.27,286.2616,89.4568,3953.9884,NULL,cd535e4e-35ce-4987-801e-0316a8bc1c79,2011-08-29 00:00:00.000
44236,8,2011-08-22 00:00:00.000,2011-09-03 00:00:00.000,2011-08-29 00:00:00.000,5,1,SO44236,NULL,10-4030-028191,28191,NULL,1,16349,16349,1,17403,131817Vi90435,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,32742968-74ec-44a2-996a-a5fdbe71e66f,2011-08-29 00:00:00.000
44237,8,2011-08-22 00:00:00.000,2011-09-03 00:00:00.000,2011-08-29 00:00:00.000,5,1,SO44237,NULL,10-4030-017056,17056,NULL,9,26177,26177,1,8232,133641Vi42664,1081,3578.27,286.2616,89.4568,3953.9884,NULL,c47d0ab5-698f-4947-a0cf-1da39b6c60e9,2011-08-29 00:00:00.000
44238,8,2011-08-22 00:00:00.000,2011-09-03 00:00:00.000,2011-08-29 00:00:00.000,5,1,SO44238,NULL,10-4030-017079,17079,NULL,9,25519,25519,1,5401,734454Vi28288,1081,3578.27,286.2616,89.4568,3953.9884,NULL,980ccfd3-7231-4eb9-8074-3a5e853aa0fc,2011-08-29 00:00:00.000
44239,8,2011-08-23 00:00:00.000,2011-09-04 00:00:00.000,2011-08-30 00:00:00.000,5,1,SO44239,NULL,10-4030-012217,12217,NULL,7,25028,25028,1,8321,431041Vi43095,1100,3578.27,286.2616,89.4568,3953.9884,NULL,3021f86f-0755-4392-91af-9f342e83f046,2011-08-30 00:00:00.000
44240,8,2011-08-23 00:00:00.000,2011-09-04 00:00:00.000,2011-08-30 00:00:00.000,5,1,SO44240,NULL,10-4030-013580,13580,NULL,8,28968,28968,1,7098,131060Vi36826,1098,3578.27,286.2616,89.4568,3953.9884,NULL,a572866a-58d7-4969-ac3d-6c4d1e8e4e53,2011-08-30 00:00:00.000
44241,8,2011-08-23 00:00:00.000,2011-09-04 00:00:00.000,2011-08-30 00:00:00.000,5,1,SO44241,NULL,10-4030-028155,28155,NULL,4,12601,12601,1,2875,231794Vi14975,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,e05cdb67-0e70-4fdb-a147-743917d87465,2011-08-30 00:00:00.000
44242,8,2011-08-23 00:00:00.000,2011-09-04 00:00:00.000,2011-08-30 00:00:00.000,5,1,SO44242,NULL,10-4030-028163,28163,NULL,1,28872,28872,1,12583,1231799Vi65106,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,cf974ffb-5ebe-48df-bca2-74ae9fca9101,2011-08-30 00:00:00.000
44243,8,2011-08-23 00:00:00.000,2011-09-04 00:00:00.000,2011-08-30 00:00:00.000,5,1,SO44243,NULL,10-4030-017278,17278,NULL,9,11492,11492,1,13200,134470Vi68445,1094,3578.27,286.2616,89.4568,3953.9884,NULL,ea835771-9734-405a-8279-1af45f52ced4,2011-08-30 00:00:00.000
44244,8,2011-08-23 00:00:00.000,2011-09-04 00:00:00.000,2011-08-30 00:00:00.000,5,1,SO44244,NULL,10-4030-017329,17329,NULL,9,20460,20460,1,2694,1135393Vi13981,1094,3578.27,286.2616,89.4568,3953.9884,NULL,7ce5990d-368a-45f0-b85b-1d3849b78806,2011-08-30 00:00:00.000
44245,8,2011-08-23 00:00:00.000,2011-09-04 00:00:00.000,2011-08-30 00:00:00.000,5,1,SO44245,NULL,10-4030-025556,25556,NULL,9,27774,27774,1,9841,135434Vi50717,1094,699.0982,55.9279,17.4775,772.5036,NULL,f6db65d5-e9ad-4551-8683-8fc62798cc12,2011-08-30 00:00:00.000
44246,8,2011-08-24 00:00:00.000,2011-09-05 00:00:00.000,2011-08-31 00:00:00.000,5,1,SO44246,NULL,10-4030-012219,12219,NULL,7,13202,13202,1,11607,831045Vi59969,1113,3578.27,286.2616,89.4568,3953.9884,NULL,7c5139e5-f05c-4674-901c-d50d4f8aba23,2011-08-31 00:00:00.000
44247,8,2011-08-24 00:00:00.000,2011-09-05 00:00:00.000,2011-08-31 00:00:00.000,5,1,SO44247,NULL,10-4030-017233,17233,NULL,9,18024,18024,1,10639,134457Vi54836,1107,3578.27,286.2616,89.4568,3953.9884,NULL,47ec90ae-0574-4e02-9ff8-ad599b1a1395,2011-08-31 00:00:00.000
44248,8,2011-08-24 00:00:00.000,2011-09-05 00:00:00.000,2011-08-31 00:00:00.000,5,1,SO44248,NULL,10-4030-017240,17240,NULL,9,11576,11576,1,14291,1034458Vi74077,1107,3578.27,286.2616,89.4568,3953.9884,NULL,5e620731-43e3-4c40-910b-0462d7b295b8,2011-08-31 00:00:00.000
44249,8,2011-08-25 00:00:00.000,2011-09-06 00:00:00.000,2011-09-01 00:00:00.000,5,1,SO44249,NULL,10-4030-013845,13845,NULL,10,29500,29500,1,NULL,NULL,1127,3578.27,286.2616,89.4568,3953.9884,NULL,7ed03d43-d324-4b55-bac1-0a2368217175,2011-09-01 00:00:00.000
